[Script Info]
; Script generated by Aegisub 3.2.2
; http://www.aegisub.org/
Title: Default Aegisub file
ScriptType: v4.00+
WrapStyle: 0
ScaledBorderAndShadow: yes
YCbCr Matrix: None

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default-furigana,Arial,10,&H00FFFFFF,&H000000FF,&H00000000,&H00000000,0,0,0,0,100,100,0,0,1,1,1,2,10,10,10,1
Style: Default,Arial,20,&H00FFFFFF,&H000000FF,&H00000000,&H00000000,0,0,0,0,100,100,0,0,1,2,2,2,10,10,10,1

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:02:32.03,0:02:34.59,Default,,0,0,0,,{\k38}이 {\k66}남자 {\k95}도대체 {\k57}뭐야
Dialogue: 0,0:02:34.59,0:02:40.57,Default,,0,0,0,,{\k139}사랑에 {\k139}빠지지 {\k97}않곤 {\k56}못 {\k167}배기겠어
Dialogue: 0,0:02:40.57,0:02:46.59,Default,,0,0,0,,{\k42}온 {\k73}종일 {\k41}내 {\k73}맘은 {\k73}저기 {\k134}시계바늘 {\k73}위에 {\k93}올라타
Dialogue: 0,0:02:46.59,0:02:53.24,Default,,0,0,0,,{\k72}한 {\k126}칸씩 {\k233}그대에게 {\k72}더 {\k162}가까이
Dialogue: 0,0:02:53.24,0:02:58.33,Default,,0,0,0,,{\k66}나 {\k164}뭔가에 {\k115}홀린 {\k66}것 {\k98}같아
Dialogue: 0,0:02:58.33,0:02:59.80,Default,,0,0,0,,{\k22}이 {\k38}여잔 {\k54}도대체 {\k33}뭐야
Dialogue: 0,0:02:59.80,0:03:01.80,Default,,0,0,0,,{\k76}사랑해주지 {\k48}않고는 {\k19}못 {\k57}배기겠어
Dialogue: 0,0:03:01.80,0:03:03.80,Default,,0,0,0,,{\k57}돌아오는 {\k30}이번 {\k17}주 {\k57}금요일에 {\k39}만나요
Dialogue: 0,0:03:03.80,0:03:05.80,Default,,0,0,0,,{\k38}그날 {\k22}내 {\k38}맘을 {\k21}더 {\k81}가져가줘요
Dialogue: 0,0:03:05.80,0:03:07.80,Default,,0,0,0,,{\k17}더 {\k42}가까이 {\k17}더 {\k41}가까이 {\k29}와요 {\k17}더 {\k37}가까이
